STATUS,A-SIDE LOCODE,A-LOC:CAB:RU,A-SIDE-DNS-NAME,A-MODEL,A-PORT,"A-BREAKOUT
LOC:CAB:RU","A-BREAKOUT
SLOT:PORT",A-OPTIC,"A-PATCH-PANEL
LOC:CAB:RU:PORT",Z-SIDE LOCODE,Z-LOC:CAB:RU,Z-SIDE-DNS-NAME,Z-MODEL,Z-PORT,"Z-BREAKOUT
LOC:CAB:RU","Z-BREAKOUT
SLOT:PORT","Z-PATCH-PANEL
LOC:CAB:RU:PORT",Z-OPTIC,CABLE,IPv4-VRF-DEFAULT-10,IPv6-VRF-DEFAULT-10,IPv4-VRF-MGMT-20,IPv6-VRF-MGMT-20,IPv4-VRF-IPMI-30,IPv6-VRF-IPMI-30,IPv4-VRF-IPMI-31,IPv6-VRF-IPMI-31,IPv4-VRF-TSS-40,IPv6-VRF-TSS-40,IPv4-VRF-PUB-90,IPv6-VRF-PUB-90,IPv4-TNT-MSFT-101,IPv6-TNT-MSFT-101
C160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOB-FIREWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:001:10,oob-fw-01-r001-us-west-02b,PA-1420,eth1/21,,,SFP-BASE-10G-LR,,US-PHX01,,OOB DIA,,,,,,SFP-BASE-10G-LR,LC-TO-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:001:38,dcr1-us-west-02b,NOKIA-7750-SR-1x48,1/1/c1,,,QSFP28-100G-DR1,,US-PHX01,dh151:033:36,fbs01-r033-us-west-02a,sn4700,swp31,,,,QSFP28-100G-DR1,LC-TO-LC-SMF,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:001:38,dcr1-us-west-02b,NOKIA-7750-SR-1x48,1/1/c2,,,QSFP28-100G-DR1,,US-PHX01,dh151:033:34,fbs02-r033-us-west-02a,sn4700,swp31,,,,QSFP28-100G-DR1,LC-TO-LC-SMF,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:001:38,dcr1-us-west-02b,NOKIA-7750-SR-1x48,1/1/c9,,,QSFP28-100G-DR1,,US-PHX01,dh151:034:36,fbs03-r034-us-west-02a,sn4700,swp31,,,,QSFP28-100G-DR1,LC-TO-LC-SMF,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:001:38,dcr1-us-west-02b,NOKIA-7750-SR-1x48,1/1/c10,,,QSFP28-100G-DR1,,US-PHX01,dh151:034:34,fbs04-r034-us-west-02a,sn4700,swp31,,,,QSFP28-100G-DR1,LC-TO-LC-SMF,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:001:38,dcr1-us-west-02b,NOKIA-7750-SR-1x48,1/1/c25,,,QSFPDD-400G-DR4,,US-PHX01,c160:002:38,dcr2-us-west-02b,NOKIA-7750-SR-1x48,1/1/c25,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:002:38,dcr2-us-phx01,NOKIA-7750-SR-1x48,1/1/c1,,,QSFP28-100G-DR1,,US-PHX01,dh151:033:36,fbs01-r033-us-west-02a,sn4700,swp32,,,,QSFP28-100G-DR1,LC-TO-LC-SMF,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:002:38,dcr2-us-phx01,NOKIA-7750-SR-1x48,1/1/c2,,,QSFP28-100G-DR1,,US-PHX01,dh151:033:34,fbs02-r033-us-west-02a,sn4700,swp32,,,,QSFP28-100G-DR1,LC-TO-LC-SMF,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:002:38,dcr2-us-phx01,NOKIA-7750-SR-1x48,1/1/c9,,,QSFP28-100G-DR1,,US-PHX01,dh151:034:36,fbs03-r034-us-west-02a,sn4700,swp32,,,,QSFP28-100G-DR1,LC-TO-LC-SMF,,,,,,,,,,,,,,
Cable Not Run,US-PHX01,c160:002:38,dcr2-us-phx01,NOKIA-7750-SR-1x48,1/1/c10,,,QSFP28-100G-DR1,,US-PHX01,dh151:034:34,fbs04-r034-us-west-02a,sn4700,swp32,,,,QSFP28-100G-DR1,LC-TO-LC-SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp1,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:42,mgmt-core-01a-r003-us-west-02b,SN4700,swp27,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp2,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:42,mgmt-core-02a-r004-us-west-02b,SN4700,swp27,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:18,t4a-01-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:16,t4a-02-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:14,t4a-03-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:12,t4a-04-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp7,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:10,t4b-01-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp8,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:08,t4b-02-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp9,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:06,t4b-03-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp10,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:04,t4b-04-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp11,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:18,t4c-01-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp12,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:16,t4c-02-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp13,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:14,t4c-03-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp14,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:12,t4c-04-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp15,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:10,t4d-01-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp16,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:08,t4d-02-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp17,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:06,t4d-03-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp18,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:04,t4d-04-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp28,c160:003:35,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:003:28,pkey01-r003-us-west-02b,NET-6X100G-01,eth0,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp28,c160:003:35,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:003:26,pkey02-r003-us-west-02b,NET-6X100G-01,eth0,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp28,c160:003:35,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:004:28,pkey03-r004-us-west-02b,NET-6X100G-01,eth0,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp28,c160:003:35,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:004:26,pkey04-r004-us-west-02b,NET-6X100G-01,eth0,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,US-PHX01,c160:001:28,dsr1-us-west-02b,7750-SR-1SE,c1,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:003:36,fbs01-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,US-PHX01,c160:002:28,dsr2-us-west-02b,7750-SR-1SE,c1,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp1,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:42,mgmt-core-01a-r003-us-west-02b,SN4700,swp28,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp2,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:42,mgmt-core-02a-r004-us-west-02b,SN4700,swp28,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:18,t4a-01-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:16,t4a-02-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:14,t4a-03-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:12,t4a-04-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp7,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:10,t4b-01-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp8,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:08,t4b-02-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp9,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:06,t4b-03-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp10,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:04,t4b-04-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp11,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:18,t4c-01-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp12,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:16,t4c-02-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp13,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:14,t4c-03-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp14,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:12,t4c-04-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp15,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:10,t4d-01-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp16,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:08,t4d-02-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp17,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:06,t4d-03-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp18,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:04,t4d-04-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp28,c160:003:33,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:003:28,pkey01-r003-us-west-02b,NET-6X100G-01,eth1,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp28,c160:003:33,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:003:26,pkey02-r003-us-west-02b,NET-6X100G-01,eth1,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp28,c160:003:33,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:004:28,pkey03-r004-us-west-02b,NET-6X100G-01,eth1,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp28,c160:003:33,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:004:26,pkey04-r004-us-west-02b,NET-6X100G-01,eth1,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,US-PHX01,c160:001:28,dsr1-us-west-02b,7750-SR-1SE,c2,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:003:34,fbs02-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,US-PHX01,c160:002:28,dsr2-us-west-02b,7750-SR-1SE,c2,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp1,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:42,mgmt-core-01a-r003-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp2,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:42,mgmt-core-02a-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:18,t4a-01-r003-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:16,t4a-02-r003-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:14,t4a-03-r003-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:12,t4a-04-r003-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp7,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:10,t4b-01-r003-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp8,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:08,t4b-02-r003-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp9,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:06,t4b-03-r003-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp10,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:04,t4b-04-r003-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp11,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:18,t4c-01-r004-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp12,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:16,t4c-02-r004-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp13,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:14,t4c-03-r004-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp14,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:12,t4c-04-r004-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp15,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:10,t4d-01-r004-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp16,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:08,t4d-02-r004-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp17,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:06,t4d-03-r004-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp18,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:04,t4d-04-r004-us-west-02b,SN4700,swp31,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp28,c160:004:35,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:003:28,pkey01-r003-us-west-02b,NET-6X100G-01,eth2,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp28,c160:004:35,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:003:26,pkey02-r003-us-west-02b,NET-6X100G-01,eth2,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp28,c160:004:35,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:004:28,pkey03-r004-us-west-02b,NET-6X100G-01,eth2,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp28,c160:004:35,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:004:26,pkey04-r004-us-west-02b,NET-6X100G-01,eth2,,,QSFP28-100G-DR1-LOW-PWR,,LC-TO-LC SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp29,,,QSFPDD-400G-DR4,,US-PHX01,c160:001:28,dsr1-us-west-02b,7750-SR-1SE,c3,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:004:36,fbs03-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,US-PHX01,c160:002:28,dsr2-us-west-02b,7750-SR-1SE,c3,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:34,fbs04-r004-us-west-02b,SN4700,swp1,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:42,mgmt-core-01a-r003-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:004:34,fbs04-r004-us-west-02b,SN4700,swp2,,,QSFPDD-400G-DR4,,US-PHX01,c160:004:42,mgmt-core-02a-r004-us-west-02b,SN4700,swp30,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:34,fbs04-r004-us-west-02b,SN4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:18,t4a-01-r003-us-west-02b,SN4700,swp32,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:34,fbs04-r004-us-west-02b,SN4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:16,t4a-02-r003-us-west-02b,SN4700,swp32,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:34,fbs04-r004-us-west-02b,SN4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:14,t4a-03-r003-us-west-02b,SN4700,swp32,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:004:34,fbs04-r004-us-west-02b,SN4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,c160:003:12,t4a-04-r003-us-west-02b,SN4700,swp32,,,QSFPDD-400G-DR4,,MPO8-SMF,,,,,,,,,,,,,,
